match_id,utc_date,matchday,season_id,season,home_team,away_team,home_form,away_form,home_form_home,away_form_away,heimquote,home_streak,away_streak,home_goal_diff,away_goal_diff,is_promoted_home,is_promoted_away,winner
502618,2025-04-05 16:30:00,28,2308,2024,SV Werder Bremen,Eintracht Frankfurt,6,6,3,8,0.25,1,2,-0.6,-1.0,0,0,HOME_TEAM
502621,2025-04-06 13:30:00,28,2308,2024,FC St. Pauli 1910,Borussia Mönchengladbach,4,9,7,12,0.25,0,2,-0.8,0.2,0,0,DRAW
502620,2025-04-06 15:30:00,28,2308,2024,1. FC Union Berlin,VfL Wolfsburg,7,5,5,7,0.3333333333333333,1,0,-1.0,-0.2,0,0,HOME_TEAM
502623,2025-04-11 18:30:00,29,2308,2024,VfL Wolfsburg,RB Leipzig,4,7,4,4,0.25,0,1,-0.4,0.4,0,0,AWAY_TEAM
502627,2025-04-12 13:30:00,29,2308,2024,Borussia Mönchengladbach,SC Freiburg,10,3,7,8,0.5833333333333334,0,0,0.8,-0.8,0,0,AWAY_TEAM
502628,2025-04-12 13:30:00,29,2308,2024,VfL Bochum 1848,FC Augsburg,3,8,3,9,0.25,0,0,-1.6,0.0,0,0,AWAY_TEAM
502629,2025-04-12 13:30:00,29,2308,2024,TSG 1899 Hoffenheim,1. FSV Mainz 05,5,8,4,9,0.16666666666666666,0,0,-0.4,0.2,0,0,HOME_TEAM
502630,2025-04-12 13:30:00,29,2308,2024,Bayer 04 Leverkusen,1. FC Union Berlin,12,10,10,9,0.6666666666666666,3,2,1.0,0.4,0,0,DRAW
502631,2025-04-12 13:30:00,29,2308,2024,Holstein Kiel,FC St. Pauli 1910,5,5,2,4,0.25,0,0,-0.8,-0.4,0,0,AWAY_TEAM
502624,2025-04-12 16:30:00,29,2308,2024,FC Bayern München,Borussia Dortmund,10,9,12,9,0.9166666666666666,2,2,0.8,0.8,0,0,DRAW
502626,2025-04-13 13:30:00,29,2308,2024,VfB Stuttgart,SV Werder Bremen,4,9,3,7,0.4166666666666667,1,2,0.0,0.8,0,0,AWAY_TEAM
502625,2025-04-13 15:30:00,29,2308,2024,Eintracht Frankfurt,1. FC Heidenheim 1846,6,7,7,5,0.5,0,0,-0.6,-0.2,0,0,HOME_TEAM
502634,2025-04-19 13:30:00,30,2308,2024,1. FC Heidenheim 1846,FC Bayern München,7,8,3,11,0.16666666666666666,0,0,-0.2,0.4,0,0,AWAY_TEAM
502636,2025-04-19 13:30:00,30,2308,2024,SC Freiburg,TSG 1899 Hoffenheim,5,5,7,6,0.5,1,1,-0.6,-0.2,0,0,HOME_TEAM
502637,2025-04-19 13:30:00,30,2308,2024,1. FSV Mainz 05,VfL Wolfsburg,5,1,9,7,0.5,0,0,-0.4,-0.8,0,0,DRAW
502639,2025-04-19 13:30:00,30,2308,2024,SV Werder Bremen,VfL Bochum 1848,12,3,6,5,0.3333333333333333,3,0,1.2,-1.6,0,0,HOME_TEAM
502640,2025-04-19 13:30:00,30,2308,2024,RB Leipzig,Holstein Kiel,10,2,10,4,0.5833333333333334,2,0,0.8,-1.2,0,0,DRAW
502633,2025-04-19 16:30:00,30,2308,2024,1. FC Union Berlin,VfB Stuttgart,11,4,5,8,0.3333333333333333,0,0,0.6,0.2,0,0,DRAW
502635,2025-04-20 13:30:00,30,2308,2024,FC Augsburg,Eintracht Frankfurt,10,9,8,5,0.4166666666666667,1,1,0.2,0.6,0,0,DRAW
502638,2025-04-20 15:30:00,30,2308,2024,Borussia Dortmund,Borussia Mönchengladbach,7,7,7,13,0.5,0,0,0.4,0.0,0,0,HOME_TEAM
502632,2025-04-20 17:30:00,30,2308,2024,FC St. Pauli 1910,Bayer 04 Leverkusen,8,10,5,13,0.25,1,0,0.2,0.4,0,0,DRAW
502643,2025-04-25 18:30:00,31,2308,2024,VfB Stuttgart,1. FC Heidenheim 1846,4,6,0,5,0.4166666666666667,0,0,0.2,-1.0,0,0,AWAY_TEAM
502642,2025-04-26 13:30:00,31,2308,2024,TSG 1899 Hoffenheim,Borussia Dortmund,4,10,6,7,0.25,0,1,-0.4,0.8,0,0,AWAY_TEAM
502644,2025-04-26 13:30:00,31,2308,2024,VfL Wolfsburg,SC Freiburg,1,7,3,11,0.25,0,2,-0.8,-0.4,0,0,AWAY_TEAM
502645,2025-04-26 13:30:00,31,2308,2024,FC Bayern München,1. FSV Mainz 05,11,3,10,9,0.8333333333333334,1,0,1.4,-0.8,0,0,HOME_TEAM
502646,2025-04-26 13:30:00,31,2308,2024,Holstein Kiel,Borussia Mönchengladbach,2,7,2,10,0.25,0,0,-1.2,0.2,0,0,HOME_TEAM
502649,2025-04-26 13:30:00,31,2308,2024,Bayer 04 Leverkusen,FC Augsburg,11,8,8,11,0.6666666666666666,0,0,0.8,0.0,0,0,HOME_TEAM
502641,2025-04-26 16:30:00,31,2308,2024,Eintracht Frankfurt,RB Leipzig,10,10,9,6,0.5833333333333334,0,0,0.8,0.8,0,0,HOME_TEAM
502647,2025-04-27 13:30:00,31,2308,2024,VfL Bochum 1848,1. FC Union Berlin,0,9,3,10,0.25,0,0,-2.0,0.4,0,0,DRAW
502648,2025-04-27 15:30:00,31,2308,2024,SV Werder Bremen,FC St. Pauli 1910,12,8,6,4,0.4166666666666667,4,0,1.0,0.2,0,0,DRAW
502657,2025-05-02 18:30:00,32,2308,2024,1. FC Heidenheim 1846,VfL Bochum 1848,6,1,3,5,0.16666666666666666,1,0,-1.2,-1.6,0,0,DRAW
502651,2025-05-03 13:30:00,32,2308,2024,FC St. Pauli 1910,VfB Stuttgart,6,4,5,6,0.25,0,0,0.0,0.2,0,0,AWAY_TEAM
502652,2025-05-03 13:30:00,32,2308,2024,RB Leipzig,FC Bayern München,7,13,8,11,0.5,0,2,-0.4,2.0,0,0,DRAW
502654,2025-05-03 13:30:00,32,2308,2024,Borussia Mönchengladbach,TSG 1899 Hoffenheim,4,4,4,6,0.5,0,0,-0.4,-0.4,0,0,DRAW
502655,2025-05-03 13:30:00,32,2308,2024,1. FC Union Berlin,SV Werder Bremen,9,13,5,9,0.25,0,0,0.4,1.4,0,0,DRAW
502656,2025-05-03 16:30:00,32,2308,2024,Borussia Dortmund,VfL Wolfsburg,13,1,9,7,0.5,2,0,1.4,-0.8,0,0,HOME_TEAM
502658,2025-05-04 13:30:00,32,2308,2024,FC Augsburg,Holstein Kiel,5,5,6,5,0.4166666666666667,0,1,-0.6,-0.6,0,0,AWAY_TEAM
502650,2025-05-04 15:30:00,32,2308,2024,SC Freiburg,Bayer 04 Leverkusen,9,11,7,13,0.5833333333333334,3,1,-0.2,1.0,0,0,DRAW
502653,2025-05-04 17:30:00,32,2308,2024,1. FSV Mainz 05,Eintracht Frankfurt,2,10,7,5,0.5,0,1,-1.4,1.2,0,0,DRAW
502661,2025-05-09 18:30:00,33,2308,2024,VfL Wolfsburg,TSG 1899 Hoffenheim,1,4,2,4,0.25,0,0,-1.4,-0.4,0,0,DRAW
502659,2025-05-10 13:30:00,33,2308,2024,SV Werder Bremen,RB Leipzig,11,8,7,5,0.4166666666666667,0,0,0.8,-0.2,0,0,DRAW
502662,2025-05-10 13:30:00,33,2308,2024,1. FC Union Berlin,1. FC Heidenheim 1846,7,4,6,8,0.16666666666666666,0,0,0.2,-1.4,0,0,AWAY_TEAM
502663,2025-05-10 13:30:00,33,2308,2024,Holstein Kiel,SC Freiburg,8,10,4,11,0.3333333333333333,2,0,0.4,0.0,0,0,AWAY_TEAM
502665,2025-05-10 13:30:00,33,2308,2024,VfL Bochum 1848,1. FSV Mainz 05,2,3,1,6,0.25,0,0,-1.2,-1.0,0,0,AWAY_TEAM
502666,2025-05-10 16:30:00,33,2308,2024,FC Bayern München,Borussia Mönchengladbach,11,2,10,7,0.8333333333333334,0,0,1.8,-0.6,0,0,HOME_TEAM
502660,2025-05-11 13:30:00,33,2308,2024,Bayer 04 Leverkusen,Borussia Dortmund,9,13,8,10,0.6666666666666666,0,3,0.6,1.8,0,0,AWAY_TEAM
502667,2025-05-11 15:30:00,33,2308,2024,Eintracht Frankfurt,FC St. Pauli 1910,8,6,9,5,0.5833333333333334,0,0,1.0,0.0,0,0,DRAW
502664,2025-05-11 17:30:00,33,2308,2024,VfB Stuttgart,FC Augsburg,7,4,0,10,0.3333333333333333,1,0,0.6,-1.0,0,0,HOME_TEAM
502668,2025-05-17 13:30:00,34,2308,2024,1. FSV Mainz 05,Bayer 04 Leverkusen,5,6,7,11,0.5,1,0,-0.4,0.0,0,0,DRAW
502669,2025-05-17 13:30:00,34,2308,2024,RB Leipzig,VfB Stuttgart,6,7,8,8,0.4166666666666667,0,2,-0.6,0.6,0,0,AWAY_TEAM
502670,2025-05-17 13:30:00,34,2308,2024,TSG 1899 Hoffenheim,FC Bayern München,5,11,6,11,0.16666666666666666,0,1,0.0,1.8,0,0,AWAY_TEAM
502671,2025-05-17 13:30:00,34,2308,2024,SC Freiburg,Eintracht Frankfurt,13,9,5,5,0.5,1,0,0.8,1.4,0,0,AWAY_TEAM
502672,2025-05-17 13:30:00,34,2308,2024,1. FC Heidenheim 1846,SV Werder Bremen,7,9,4,10,0.16666666666666666,1,0,-0.6,0.4,0,0,AWAY_TEAM
502673,2025-05-17 13:30:00,34,2308,2024,Borussia Mönchengladbach,VfL Wolfsburg,1,2,4,4,0.4166666666666667,0,0,-1.0,-1.2,0,0,AWAY_TEAM
502674,2025-05-17 13:30:00,34,2308,2024,FC Augsburg,1. FC Union Berlin,4,4,5,8,0.3333333333333333,0,0,-1.4,-0.6,0,0,AWAY_TEAM
502675,2025-05-17 13:30:00,34,2308,2024,FC St. Pauli 1910,VfL Bochum 1848,6,2,5,5,0.25,0,0,0.0,-1.0,0,0,AWAY_TEAM
502676,2025-05-17 13:30:00,34,2308,2024,Borussia Dortmund,Holstein Kiel,13,7,12,8,0.5,4,0,1.6,0.2,0,0,HOME_TEAM
540406,2025-08-22 18:30:00,1,2414,2025,FC Bayern München,RB Leipzig,13,3,10,5,0.8333333333333334,2,0,2.6,-1.0,0,0,HOME_TEAM
540407,2025-08-23 13:30:00,1,2414,2025,Eintracht Frankfurt,SV Werder Bremen,9,9,10,13,0.5,1,1,1.2,0.8,0,0,HOME_TEAM
540408,2025-08-23 13:30:00,1,2414,2025,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,6,2,7,2,0.6666666666666666,0,0,0.0,-1.2,0,0,AWAY_TEAM
540409,2025-08-23 13:30:00,1,2414,2025,SC Freiburg,FC Augsburg,10,1,4,7,0.5,0,0,0.2,-1.8,0,0,AWAY_TEAM
540412,2025-08-23 13:30:00,1,2414,2025,1. FC Union Berlin,VfB Stuttgart,6,10,6,10,0.16666666666666666,1,3,-0.4,1.0,0,0,HOME_TEAM
540414,2025-08-23 13:30:00,1,2414,2025,1. FC Heidenheim 1846,VfL Wolfsburg,7,5,4,4,0.16666666666666666,0,1,-0.6,-0.8,0,0,AWAY_TEAM
540413,2025-08-23 16:30:00,1,2414,2025,FC St. Pauli 1910,Borussia Dortmund,3,15,5,10,0.25,0,5,-0.6,2.2,0,0,DRAW
540410,2025-08-24 13:30:00,1,2414,2025,1. FSV Mainz 05,1. FC Köln,6,0,5,0,0.5,0,0,0.0,0.0,0,1,AWAY_TEAM
540411,2025-08-24 15:30:00,1,2414,2025,Borussia Mönchengladbach,Hamburger SV,1,0,4,0,0.3333333333333333,0,0,-1.0,0.0,0,1,DRAW
540423,2025-08-29 18:30:00,2,2414,2025,Hamburger SV,FC St. Pauli 1910,1,3,0,6,0.5,0,0,0.0,-0.6,1,0,AWAY_TEAM
540416,2025-08-30 13:30:00,2,2414,2025,RB Leipzig,1. FC Heidenheim 1846,2,7,8,10,0.4166666666666667,0,0,-2.2,-0.2,0,0,HOME_TEAM
540417,2025-08-30 13:30:00,2,2414,2025,SV Werder Bremen,Bayer 04 Leverkusen,6,5,8,9,0.3333333333333333,0,0,0.0,-0.2,0,0,DRAW
540418,2025-08-30 13:30:00,2,2414,2025,VfB Stuttgart,Borussia Mönchengladbach,9,2,3,4,0.4166666666666667,0,0,0.8,-0.8,0,0,HOME_TEAM
540421,2025-08-30 13:30:00,2,2414,2025,TSG 1899 Hoffenheim,Eintracht Frankfurt,5,11,5,8,0.16666666666666666,1,2,-0.8,1.8,0,0,AWAY_TEAM
540420,2025-08-30 16:30:00,2,2414,2025,FC Augsburg,FC Bayern München,3,13,4,11,0.25,1,3,-1.4,3.0,0,0,AWAY_TEAM
540419,2025-08-31 13:30:00,2,2414,2025,VfL Wolfsburg,1. FSV Mainz 05,7,5,2,6,0.25,2,0,-0.4,-0.2,0,0,DRAW
540415,2025-08-31 15:30:00,2,2414,2025,Borussia Dortmund,1. FC Union Berlin,13,8,12,11,0.5,0,2,2.0,-0.2,0,0,HOME_TEAM
540422,2025-08-31 17:30:00,2,2414,2025,1. FC Köln,SC Freiburg,3,7,0,11,0.5,1,0,1.0,-0.4,1,0,HOME_TEAM
540425,2025-09-12 18:30:00,3,2414,2025,Bayer 04 Leverkusen,Eintracht Frankfurt,3,11,7,8,0.5833333333333334,0,3,-0.6,1.4,0,0,HOME_TEAM
540426,2025-09-13 13:30:00,3,2414,2025,SC Freiburg,VfB Stuttgart,4,12,4,10,0.4166666666666667,0,1,-1.2,1.2,0,0,HOME_TEAM
540427,2025-09-13 13:30:00,3,2414,2025,1. FSV Mainz 05,RB Leipzig,6,5,4,4,0.4166666666666667,0,1,0.4,-1.0,0,0,AWAY_TEAM
540429,2025-09-13 13:30:00,3,2414,2025,VfL Wolfsburg,1. FC Köln,8,6,2,3,0.16666666666666666,0,2,-0.2,2.0,0,1,DRAW
540430,2025-09-13 13:30:00,3,2414,2025,1. FC Union Berlin,TSG 1899 Hoffenheim,7,5,8,5,0.25,0,0,-0.8,-1.0,0,0,AWAY_TEAM
540432,2025-09-13 13:30:00,3,2414,2025,1. FC Heidenheim 1846,Borussia Dortmund,4,13,1,11,0.16666666666666666,0,1,-0.8,2.4,0,0,AWAY_TEAM
540424,2025-09-13 16:30:00,3,2414,2025,FC Bayern München,Hamburger SV,13,1,13,1,0.8333333333333334,4,0,2.6,-1.0,0,1,HOME_TEAM
540431,2025-09-14 13:30:00,3,2414,2025,FC St. Pauli 1910,FC Augsburg,5,3,3,7,0.16666666666666666,1,0,-0.2,-1.2,0,0,HOME_TEAM
540428,2025-09-14 15:30:00,3,2414,2025,Borussia Mönchengladbach,SV Werder Bremen,2,6,5,10,0.25,0,0,-0.8,0.0,0,0,AWAY_TEAM
540438,2025-09-19 18:30:00,4,2414,2025,VfB Stuttgart,FC St. Pauli 1910,9,8,6,8,0.4166666666666667,0,2,0.6,0.2,0,0,HOME_TEAM
540437,2025-09-20 13:30:00,4,2414,2025,SV Werder Bremen,SC Freiburg,8,6,9,10,0.3333333333333333,1,1,0.8,-0.8,0,0,AWAY_TEAM
540439,2025-09-20 13:30:00,4,2414,2025,FC Augsburg,1. FSV Mainz 05,3,5,1,4,0.25,0,0,-1.0,0.2,0,0,AWAY_TEAM
540440,2025-09-20 13:30:00,4,2414,2025,TSG 1899 Hoffenheim,FC Bayern München,7,15,4,13,0.08333333333333333,1,5,-0.6,3.6,0,0,AWAY_TEAM
540441,2025-09-20 13:30:00,4,2414,2025,Hamburger SV,1. FC Heidenheim 1846,1,3,0,9,0.0,0,0,-2.3333333333333335,-1.2,1,0,HOME_TEAM
540436,2025-09-20 16:30:00,4,2414,2025,RB Leipzig,1. FC Köln,7,7,8,4,0.5,2,0,-0.8,1.3333333333333333,0,1,HOME_TEAM
540434,2025-09-21 13:30:00,4,2414,2025,Eintracht Frankfurt,1. FC Union Berlin,10,6,13,8,0.5833333333333334,0,0,1.0,-1.2,0,0,AWAY_TEAM
540433,2025-09-21 15:30:00,4,2414,2025,Bayer 04 Leverkusen,Borussia Mönchengladbach,5,1,7,1,0.5833333333333334,1,0,-0.2,-1.6,0,0,DRAW
540435,2025-09-21 17:30:00,4,2414,2025,Borussia Dortmund,VfL Wolfsburg,13,9,15,7,0.5,2,0,2.0,0.6,0,0,HOME_TEAM
540442,2025-09-26 18:30:00,5,2414,2025,FC Bayern München,SV Werder Bremen,15,7,13,10,0.8333333333333334,6,0,3.8,0.2,0,0,HOME_TEAM
540444,2025-09-27 13:30:00,5,2414,2025,1. FSV Mainz 05,Borussia Dortmund,5,13,3,11,0.3333333333333333,1,3,0.2,1.8,0,0,AWAY_TEAM
540446,2025-09-27 13:30:00,5,2414,2025,VfL Wolfsburg,RB Leipzig,8,9,3,7,0.08333333333333333,0,3,0.4,-0.4,0,0,AWAY_TEAM
540448,2025-09-27 13:30:00,5,2414,2025,FC St. Pauli 1910,Bayer 04 Leverkusen,7,6,5,7,0.25,0,0,-0.2,0.2,0,0,AWAY_TEAM
540449,2025-09-27 13:30:00,5,2414,2025,1. FC Heidenheim 1846,FC Augsburg,0,3,1,6,0.16666666666666666,0,0,-2.0,-0.8,0,0,HOME_TEAM
540445,2025-09-27 16:30:00,5,2414,2025,Borussia Mönchengladbach,Eintracht Frankfurt,2,9,2,8,0.25,0,0,-1.2,0.8,0,0,AWAY_TEAM
540443,2025-09-28 13:30:00,5,2414,2025,SC Freiburg,TSG 1899 Hoffenheim,6,6,7,8,0.4166666666666667,2,0,-0.4,-1.2,0,0,DRAW
540450,2025-09-28 15:30:00,5,2414,2025,1. FC Köln,VfB Stuttgart,7,9,3,7,1.0,0,1,0.5,0.2,1,0,AWAY_TEAM
540447,2025-09-28 17:30:00,5,2414,2025,1. FC Union Berlin,Hamburger SV,9,4,5,1,0.25,1,1,-0.4,-1.5,0,1,DRAW
540458,2025-10-03 18:30:00,6,2414,2025,TSG 1899 Hoffenheim,1. FC Köln,7,7,3,4,0.08333333333333333,0,0,-0.4,0.2,0,0,AWAY_TEAM
540451,2025-10-04 13:30:00,6,2414,2025,Bayer 04 Leverkusen,1. FC Union Berlin,8,7,7,8,0.5,1,0,0.4,-0.6,0,0,HOME_TEAM
540453,2025-10-04 13:30:00,6,2414,2025,Borussia Dortmund,RB Leipzig,13,12,15,7,0.5833333333333334,4,4,1.6,0.0,0,0,DRAW
540454,2025-10-04 13:30:00,6,2414,2025,SV Werder Bremen,FC St. Pauli 1910,4,7,6,8,0.25,0,0,-1.2,0.0,0,0,HOME_TEAM
540457,2025-10-04 13:30:00,6,2414,2025,FC Augsburg,VfL Wolfsburg,3,5,1,7,0.16666666666666666,0,0,-0.8,0.0,0,0,HOME_TEAM
540452,2025-10-04 16:30:00,6,2414,2025,Eintracht Frankfurt,FC Bayern München,9,15,10,13,0.5833333333333334,1,7,0.8,3.8,0,0,AWAY_TEAM
540455,2025-10-05 13:30:00,6,2414,2025,VfB Stuttgart,1. FC Heidenheim 1846,9,3,9,6,0.4166666666666667,2,1,0.2,-1.2,0,0,HOME_TEAM
540459,2025-10-05 15:30:00,6,2414,2025,Hamburger SV,1. FSV Mainz 05,5,4,3,7,0.5,0,0,-1.2,-0.2,0,0,HOME_TEAM
540456,2025-10-05 17:30:00,6,2414,2025,Borussia Mönchengladbach,SC Freiburg,2,7,2,12,0.16666666666666666,0,0,-1.4,0.0,0,0,DRAW
540465,2025-10-17 18:30:00,7,2414,2025,1. FC Union Berlin,Borussia Mönchengladbach,4,2,5,1,0.25,0,0,-1.2,-1.4,0,0,HOME_TEAM
540462,2025-10-18 13:30:00,7,2414,2025,1. FSV Mainz 05,Bayer 04 Leverkusen,4,11,2,7,0.25,0,2,-0.8,1.0,0,0,AWAY_TEAM
540463,2025-10-18 13:30:00,7,2414,2025,RB Leipzig,Hamburger SV,13,7,8,2,0.5,0,1,1.2,-0.4,0,0,HOME_TEAM
540464,2025-10-18 13:30:00,7,2414,2025,VfL Wolfsburg,VfB Stuttgart,2,12,3,9,0.08333333333333333,0,3,-0.8,0.6,0,0,AWAY_TEAM
540467,2025-10-18 13:30:00,7,2414,2025,1. FC Heidenheim 1846,SV Werder Bremen,3,7,4,7,0.16666666666666666,0,1,-1.0,-0.4,0,0,DRAW
540468,2025-10-18 13:30:00,7,2414,2025,1. FC Köln,FC Augsburg,7,3,3,3,0.5,1,1,0.2,-0.8,0,0,DRAW
540460,2025-10-18 16:30:00,7,2414,2025,FC Bayern München,Borussia Dortmund,15,13,15,13,0.8333333333333334,8,0,3.2,1.6,0,0,HOME_TEAM
540461,2025-10-19 13:30:00,7,2414,2025,SC Freiburg,Eintracht Frankfurt,8,6,5,10,0.3333333333333333,0,0,0.4,-0.4,0,0,DRAW
540466,2025-10-19 15:30:00,7,2414,2025,FC St. Pauli 1910,TSG 1899 Hoffenheim,6,4,4,9,0.25,0,0,-0.2,-0.8,0,0,AWAY_TEAM
540472,2025-10-24 18:30:00,8,2414,2025,SV Werder Bremen,1. FC Union Berlin,7,7,6,7,0.3333333333333333,0,1,-0.4,-0.2,0,0,HOME_TEAM
540470,2025-10-25 13:30:00,8,2414,2025,Eintracht Frankfurt,FC St. Pauli 1910,4,3,7,5,0.5,0,0,-0.8,-1.2,0,0,HOME_TEAM
540475,2025-10-25 13:30:00,8,2414,2025,FC Augsburg,RB Leipzig,4,13,3,8,0.25,0,1,-0.6,1.0,0,0,AWAY_TEAM
540476,2025-10-25 13:30:00,8,2414,2025,TSG 1899 Hoffenheim,1. FC Heidenheim 1846,7,4,0,6,0.08333333333333333,1,0,0.2,-0.6,0,0,HOME_TEAM
540477,2025-10-25 13:30:00,8,2414,2025,Hamburger SV,VfL Wolfsburg,7,1,6,6,0.6666666666666666,0,0,-0.2,-1.4,0,0,AWAY_TEAM
540474,2025-10-25 13:45:00,8,2414,2025,Borussia Mönchengladbach,FC Bayern München,2,15,2,13,0.16666666666666666,0,9,-1.6,3.2,0,0,AWAY_TEAM
540471,2025-10-25 16:30:00,8,2414,2025,Borussia Dortmund,1. FC Köln,10,5,13,7,0.5833333333333334,0,0,0.8,-0.4,0,0,HOME_TEAM
540469,2025-10-26 14:30:00,8,2414,2025,Bayer 04 Leverkusen,SC Freiburg,13,9,7,10,0.5,3,0,1.2,1.0,0,0,HOME_TEAM
540473,2025-10-26 16:30:00,8,2414,2025,VfB Stuttgart,1. FSV Mainz 05,12,3,12,7,0.5,4,0,1.0,-1.0,0,0,HOME_TEAM
540482,2025-10-31 19:30:00,9,2414,2025,FC Augsburg,Borussia Dortmund,4,10,3,10,0.25,0,1,-1.6,0.6,0,0,AWAY_TEAM
540479,2025-11-01 14:30:00,9,2414,2025,1. FSV Mainz 05,SV Werder Bremen,3,7,1,7,0.16666666666666666,0,1,-1.0,-1.0,0,0,DRAW
540480,2025-11-01 14:30:00,9,2414,2025,RB Leipzig,VfB Stuttgart,13,15,10,9,0.5,2,5,2.0,1.6,0,0,HOME_TEAM
540483,2025-11-01 14:30:00,9,2414,2025,1. FC Union Berlin,SC Freiburg,7,6,7,7,0.25,0,0,0.0,0.2,0,0,DRAW
540484,2025-11-01 14:30:00,9,2414,2025,FC St. Pauli 1910,Borussia Mönchengladbach,0,2,4,1,0.16666666666666666,0,0,-1.8,-1.4,0,0,AWAY_TEAM
540485,2025-11-01 14:30:00,9,2414,2025,1. FC Heidenheim 1846,Eintracht Frankfurt,4,7,4,10,0.16666666666666666,0,1,-0.6,0.0,0,0,DRAW
540478,2025-11-01 17:30:00,9,2414,2025,FC Bayern München,Bayer 04 Leverkusen,15,13,15,9,0.8333333333333334,10,4,2.8,1.2,0,0,HOME_TEAM
540486,2025-11-02 14:30:00,9,2414,2025,1. FC Köln,Hamburger SV,4,7,4,2,0.3333333333333333,0,0,-0.6,0.6,0,0,HOME_TEAM
540481,2025-11-02 16:30:00,9,2414,2025,VfL Wolfsburg,TSG 1899 Hoffenheim,3,7,3,11,0.0,1,2,-1.2,0.2,0,0,AWAY_TEAM
540490,2025-11-07 19:30:00,10,2414,2025,SV Werder Bremen,VfL Wolfsburg,8,3,8,9,0.4166666666666667,0,0,-0.4,-1.2,0,0,HOME_TEAM
540487,2025-11-08 14:30:00,10,2414,2025,Bayer 04 Leverkusen,1. FC Heidenheim 1846,12,5,10,3,0.5,0,0,0.6,-0.4,0,0,HOME_TEAM
540493,2025-11-08 14:30:00,10,2414,2025,1. FC Union Berlin,FC Bayern München,5,15,8,15,0.25,0,11,-0.2,2.8,0,0,DRAW
540494,2025-11-08 14:30:00,10,2414,2025,TSG 1899 Hoffenheim,RB Leipzig,10,13,3,10,0.16666666666666666,3,3,1.0,2.0,0,0,HOME_TEAM
540495,2025-11-08 14:30:00,10,2414,2025,Hamburger SV,Borussia Dortmund,4,10,6,10,0.5,0,2,-0.2,0.6,0,0,DRAW
540492,2025-11-08 17:30:00,10,2414,2025,Borussia Mönchengladbach,1. FC Köln,4,7,2,7,0.08333333333333333,1,1,-0.6,0.4,0,0,HOME_TEAM
540489,2025-11-09 14:30:00,10,2414,2025,SC Freiburg,FC St. Pauli 1910,4,0,5,4,0.3333333333333333,0,0,-0.4,-2.2,0,0,HOME_TEAM
540491,2025-11-09 16:30:00,10,2414,2025,VfB Stuttgart,FC Augsburg,12,4,15,4,0.5,0,0,0.8,-1.2,0,0,HOME_TEAM
540488,2025-11-09 18:30:00,10,2414,2025,Eintracht Frankfurt,1. FSV Mainz 05,8,1,7,7,0.5,0,0,0.2,-1.6,0,0,HOME_TEAM
540498,2025-11-21 19:30:00,11,2414,2025,1. FSV Mainz 05,TSG 1899 Hoffenheim,1,12,1,13,0.08333333333333333,0,4,-1.4,1.4,0,0,DRAW
540496,2025-11-22 14:30:00,11,2414,2025,FC Bayern München,SC Freiburg,13,6,15,5,0.8333333333333334,0,1,2.0,-0.2,0,0,HOME_TEAM
540497,2025-11-22 14:30:00,11,2414,2025,Borussia Dortmund,VfB Stuttgart,8,12,13,6,0.6666666666666666,0,1,0.2,0.8,0,0,DRAW
540500,2025-11-22 14:30:00,11,2414,2025,VfL Wolfsburg,Bayer 04 Leverkusen,3,12,2,8,0.0,0,1,-1.2,1.6,0,0,AWAY_TEAM
540501,2025-11-22 14:30:00,11,2414,2025,FC Augsburg,Hamburger SV,4,4,3,2,0.16666666666666666,0,0,-1.2,-0.2,0,0,HOME_TEAM
540503,2025-11-22 14:30:00,11,2414,2025,1. FC Heidenheim 1846,Borussia Mönchengladbach,2,7,5,4,0.16666666666666666,0,2,-1.8,0.2,0,0,AWAY_TEAM
540504,2025-11-22 17:30:00,11,2414,2025,1. FC Köln,Eintracht Frankfurt,7,8,7,8,0.5,0,1,0.2,0.0,0,0,AWAY_TEAM
540499,2025-11-23 14:30:00,11,2414,2025,RB Leipzig,SV Werder Bremen,10,11,12,5,0.5833333333333334,0,1,1.4,0.6,0,0,HOME_TEAM
540502,2025-11-23 16:30:00,11,2414,2025,FC St. Pauli 1910,1. FC Union Berlin,0,5,4,6,0.16666666666666666,0,0,-2.2,-0.2,0,0,AWAY_TEAM
540510,2025-11-28 19:30:00,12,2414,2025,Borussia Mönchengladbach,RB Leipzig,9,12,4,10,0.16666666666666666,3,1,0.8,1.8,0,0,DRAW
540505,2025-11-29 14:30:00,12,2414,2025,FC Bayern München,FC St. Pauli 1910,13,0,15,3,0.8333333333333334,1,0,2.2,-2.2,0,0,HOME_TEAM
540509,2025-11-29 14:30:00,12,2414,2025,SV Werder Bremen,1. FC Köln,8,4,10,4,0.4166666666666667,0,0,0.0,-0.2,0,0,DRAW
540511,2025-11-29 14:30:00,12,2414,2025,1. FC Union Berlin,1. FC Heidenheim 1846,8,2,6,0,0.25,1,0,0.4,-2.2,0,0,AWAY_TEAM
540512,2025-11-29 14:30:00,12,2414,2025,TSG 1899 Hoffenheim,FC Augsburg,13,4,6,4,0.25,0,1,1.6,-1.4,0,0,HOME_TEAM
540506,2025-11-29 17:30:00,12,2414,2025,Bayer 04 Leverkusen,Borussia Dortmund,12,8,13,10,0.5,2,0,1.6,0.2,0,0,AWAY_TEAM
